Date,Revenue,Cost_of_revenue,Gross_profit,Operating_expenses,Sales__General_and_administrative,Other_operating_expenses,Total_operating_expenses,Operating_income,Interest_Expense,Other_income__expense_,Income_before_taxes,Provision_for_income_taxes,Net_income_from_continuing_operations,Net_income,Preferred_dividend,Net_income_available_to_common_shareholders,Earnings_per_share,Weighted_average_shares_outstanding,EBITDA,Symbol,Close,Ytd_close,OneDayMomentum,Dummy
2013-06-10,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,13.5,13.14,0.36,True
2013-06-11,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.08,13.5,0.58,True
2013-06-12,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.08,14.08,0.0,False
2013-06-13,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,13.46,14.08,-0.62,False
2013-06-14,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.0,13.46,0.54,True
2013-06-15,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.0,14.0,0.0,False
2013-06-16,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.0,14.0,0.0,False
2013-06-17,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,15.0,14.0,1.0,True
2013-06-18,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.9,15.0,-0.1,False
2013-06-19,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,15.1,14.9,0.2,True
2013-06-20,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.6,15.1,-0.5,False
2013-06-21,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.44,14.6,-0.16,False
2013-06-22,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.44,14.44,0.0,False
2013-06-23,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.44,14.44,0.0,False
2013-06-24,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.7,14.44,0.26,True
2013-06-25,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.3,14.7,-0.4,False
2013-06-26,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.04,14.3,-0.26,False
2013-06-27,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.02,14.04,-0.02,False
2013-06-28,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.1,14.02,0.08,True
2013-06-29,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.1,14.1,0.0,False
2013-06-30,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.1,14.1,0.0,False
2013-07-01,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.1,14.1,0.0,False
2013-07-02,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,14.44,14.1,0.34,True
2013-07-03,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,15.2,14.44,0.76,True
2013-07-04,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,18.9,15.2,3.7,True
2013-07-05,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,19.2,18.9,0.3,True
2013-07-06,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,19.2,19.2,0.0,False
2013-07-07,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,19.2,19.2,0.0,False
2013-07-08,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,18.68,19.2,-0.52,False
2013-07-09,163961.0,133904.0,30057.0,,3112.0,1906.0,5018.0,25039.0,363.0,8760.0,33436.0,12511.0,20925.0,20925.0,,20925.0,,,44779.0,6889,18.0,18.68,-0.68,False
