Date,Revenue,Cost_of_revenue,Gross_profit,Operating_expenses,Sales__General_and_administrative,Other_operating_expenses,Total_operating_expenses,Operating_income,Interest_Expense,Other_income__expense_,Income_before_taxes,Provision_for_income_taxes,Net_income_from_continuing_operations,Net_income,Net_income_available_to_common_shareholders,Earnings_per_share,Weighted_average_shares_outstanding,EBITDA,Symbol,Close,Ytd_close,OneDayMomentum,Dummy
2013-03-31,,,,,,,,,,,,,,,,,,,6896,4.87,,,False
2013-04-01,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-02,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-03,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-04,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-05,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-06,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-07,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-08,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-09,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-10,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-11,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-12,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-13,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-14,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-15,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-16,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-17,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-18,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-19,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-20,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-21,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-22,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
2013-04-23,,,,,,,,,,,,,,,,,,,6896,4.87,4.87,0.0,False
