Date,Revenue,Cost_of_revenue,Gross_profit,Operating_expenses,Sales__General_and_administrative,Total_operating_expenses,Operating_income,Interest_Expense,Other_income__expense_,Income_before_taxes,Provision_for_income_taxes,Net_income_from_continuing_operations,Net_income,Net_income_available_to_common_shareholders,Earnings_per_share,Weighted_average_shares_outstanding,EBITDA,Symbol,Close,Ytd_close,OneDayMomentum,Dummy
2013-07-22,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-07-23,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-07-24,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-07-25,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-07-26,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-07-27,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-07-28,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-07-29,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-07-30,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-07-31,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-01,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-02,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-03,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-04,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-05,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-06,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-07,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-08,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-09,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-10,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-11,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-12,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-13,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-14,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-15,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-16,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-17,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-18,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-19,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-20,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-21,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-22,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-23,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-24,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-25,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-26,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-27,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-28,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-29,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-30,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-08-31,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-01,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-02,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-03,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-04,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-05,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-06,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-07,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-08,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-09,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-10,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-11,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-12,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-13,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-14,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-15,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-16,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-17,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-18,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-19,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-20,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
2013-09-21,,,,,,,,,,,,,,,,,,6893,1.37,1.37,0.0,False
